xloc,yloc,zloc,phase,date_clock,tsec,t0_loc,eigval_max,eigval_mid,eigval_min,eigvec_max_e,eigvec_max_n,eigvec_max_u,eigvec_mid_e,eigvec_mid_n,eigvec_mid_u,mom,fc_p,fc_s,rad,sd,mw,energy,src_nrcv,src_misfit,mom_sdev,fc_sdev,snr_loc,orthogonality,distance_rcv,noise_level_acc
335385.3,4263051.8,427.5,2,27:04:19:11:51:17,561077,0.715,22.35,18.77,14.26,0.1045,0.10406,0.98907,0.70704,-0.70717,-0.0003,3.66E+07,180.6,100.4,6.26,65289.928,-0.957,4.43E+01,11,0.3229,1.40E+07,40.1,11.6,0.802,1368.9,2.19E-06
335356.8,4263165.2,396.2,2,27:04:19:11:51:20,561080,0.3495,158.14,86.14,24.15,0.34939,-0.87204,-0.34274,0.82005,0.46155,-0.33836,6.91E+06,136.3,123,6.63,10355.91,-1.44,1.31E+00,11,0.3024,2.53E+06,6.7,4.1,0.829,1357.3,4.91E-06
335344,4263083,442.1,2,27:04:19:11:51:30,561090,0.6935,64.2,25.36,21.26,0.58699,-0.70953,-0.38988,0.53403,0.70129,-0.47224,8.41E+07,256.4,97.3,5.52,219168.748,-0.717,3.42E+02,11,0.325,5.45E+07,79.5,14.6,0.854,1396.9,3.65E-06
335357.5,4263125.2,382,2,27:04:19:11:51:50,561110,0.1943,358.92,245.43,62.66,0.81796,-0.19608,-0.54083,0.2507,0.96765,0.02833,2.69E+06,154.3,143.4,5.79,6058.259,-1.714,2.97E-01,7,0.2088,5.61E+06,5.3,2.4,0.452,1339.2,2.85E-06
335249.3,4263108.8,353,2,27:04:19:11:52:15,561135,0.6959,68.3,65.24,9.5,0.86245,-0.05208,-0.50346,0.09369,0.99393,0.05768,2.79E+06,119.2,112.6,7.43,2984.048,-1.703,1.52E-01,11,0.2969,1.49E+06,3.3,3.4,0.785,1349.2,2.28E-06
335379.3,4263112.6,430.9,2,27:04:19:11:52:18,561138,0.8091,67.21,29.33,9.84,0.85567,-0.31848,-0.40793,0.33009,0.94293,-0.04379,2.66E+06,168,113.6,6.08,5166.782,-1.717,2.55E-01,11,0.304,7.71E+05,27.2,4.9,0.848,1377.8,1.97E-06
335380.5,4263042.5,459.1,2,27:04:19:11:52:46,561166,0.006,48.29,36.01,30.13,-0.79825,-0.45038,0.39994,0.29526,-0.87133,-0.39192,3.79E+06,137.6,94.9,7.36,4167.171,-1.614,2.90E-01,11,0.3051,1.09E+06,21.4,5.7,0.861,1400.2,2.91E-06
335437,4263052.8,430.8,2,27:04:19:11:54:50,561290,0.206,62.01,25.13,9.55,0.90853,-0.2079,-0.36244,0.21241,0.97678,-0.02784,5.01E+06,154.9,117.4,6.25,8980.994,-1.533,8.26E-01,11,0.3259,1.22E+06,18.8,4.2,0.883,1358.1,2.30E-06
335359.4,4263086.3,174,2,27:04:19:11:55:39,561339,0.2874,92.41,32.12,12.3,0.78557,-0.1985,-0.58606,0.22019,0.97483,-0.03502,1.89E+06,106.8,146.2,7.24,2183.321,-1.815,7.53E-02,10,0.2657,2.55E+06,19.7,2.3,0.633,1140.5,2.32E-06
335403.8,4263157.4,398.4,2,27:04:19:11:55:41,561341,0.332,110.81,87.72,34.99,-0.43311,-0.9008,0.03109,-0.80127,0.40059,0.44439,2.03E+06,119.7,159.7,6.46,3280.375,-1.796,1.23E-01,9,0.2599,2.36E+06,20,2.6,0.725,1344.5,2.13E-06
335293.1,4263180.3,354.5,2,27:04:19:11:55:42,561342,0.7162,101.71,84.27,13.34,0.79571,-0.29557,-0.52867,0.33537,0.94183,-0.02179,3.40E+06,100.8,97.8,8.76,2207.695,-1.646,1.34E-01,10,0.2922,2.93E+06,1.5,3.2,0.718,1342.1,2.11E-06
335315.7,4263053.6,383.6,2,27:04:19:11:57:46,561466,0.0325,137.78,125.08,24.17,0.31869,-0.91836,-0.23463,0.77981,0.39475,-0.48588,3.30E+06,148.7,96,7.1,4032.755,-1.654,2.43E-01,11,0.3102,1.10E+06,26.4,5.1,0.766,1349.5,2.26E-06
335298.6,4263143.4,401.9,2,27:04:19:11:57:58,561478,0.131,129.55,123.12,32.55,0.70732,0.64562,-0.28787,0.51679,-0.75014,-0.41258,2.98E+06,135.1,106,7.12,3615.359,-1.684,1.97E-01,11,0.3075,1.77E+06,14.6,2.9,0.831,1379.4,2.19E-06
335349.9,4263155.7,368.6,2,27:04:19:11:58:25,561505,0.4333,63.9,42.09,9.65,0.80346,-0.36695,-0.46883,0.38878,0.91977,-0.05363,3.11E+06,138.1,98.3,7.29,3517.165,-1.672,2.00E-01,10,0.2979,8.48E+05,19.9,3.2,0.713,1332.4,1.88E-06
335386.9,4263067.3,447.3,2,27:04:19:11:58:27,561507,0.6175,24.34,20.97,18.51,-0.62505,0.41463,0.66136,0.51096,-0.42319,0.74822,1.41E+07,243.6,166.6,4.17,85056.789,-1.233,2.21E+01,11,0.3398,3.65E+06,38.5,8.9,0.858,1388.1,2.25E-06
335362.3,4263123.7,471.3,2,27:04:19:11:58:33,561513,0.6355,89.47,49.59,42.79,0.44985,-0.80803,-0.38042,0.53258,0.58463,-0.61201,6.18E+06,145.3,138.6,6.03,12348.617,-1.473,1.40E+00,11,0.3076,1.42E+06,3.4,5.5,0.842,1422.2,2.97E-06
335334.2,4263120.2,388.6,2,27:04:19:11:58:53,561533,0.4254,59.67,50.98,9.65,0.84577,-0.25341,-0.46952,0.27484,0.9612,-0.02368,4.02E+06,141.8,107.6,6.89,5380.046,-1.598,3.94E-01,11,0.288,1.60E+06,17.1,4.7,0.736,1352.5,1.97E-06
335239.5,4263027.6,349.5,2,27:04:19:11:58:58,561538,0.231,132.38,80.73,24.55,-0.78214,-0.19904,0.59046,0.13782,-0.9794,-0.14758,2.68E+06,151.4,141.9,5.86,5811.998,-1.715,2.84E-01,11,0.2991,1.09E+06,4.7,3.4,0.641,1345.5,1.99E-06
335247.5,4263065,127.2,2,27:04:19:11:59:03,561543,0.9098,104.05,66.3,15.03,-0.61974,0.07863,0.78086,0.11801,0.99299,-0.00634,1.44E+06,150.4,128.5,6.39,2412.237,-1.895,5.86E-02,8,0.2559,1.57E+06,10.9,2.1,0.686,1143.5,2.30E-06
335355.5,4263032.3,441.9,2,27:04:19:11:59:53,561593,0.248,22.24,13.79,12.18,0.34006,-0.04148,0.93949,-0.14768,0.98428,0.09691,5.26E+06,143.2,98,7.09,6453.377,-1.519,6.30E-01,11,0.3145,1.33E+06,22.6,4.1,0.759,1390.8,2.16E-06
335385,4263062.7,425.9,2,27:04:19:11:59:57,561597,0.696,19.92,14.9,13.32,0.33351,-0.07893,0.93944,-0.46306,0.85429,0.23617,6.03E+06,228.3,145.9,4.6,27032.137,-1.48,3.02E+00,11,0.3508,1.56E+06,41.2,8.1,0.854,1368,3.02E-06
335402.8,4263047.3,414.3,2,27:04:19:12:00:01,561601,0.3185,16.63,15.83,12.93,-0.33751,0.12056,-0.93357,-0.62003,0.71776,0.31684,8.49E+06,165.5,132.6,5.7,20043.882,-1.381,3.15E+00,11,0.3141,2.21E+06,16.5,9.5,0.829,1351.1,2.56E-06
335373.9,4263070.8,428.2,2,27:04:19:12:00:28,561628,0.282,50.01,40.47,28.4,0.15066,0.07297,0.98589,-0.53537,0.8444,0.01932,8.80E+06,200.8,174.6,4.53,41414.755,-1.37,6.76E+00,11,0.3531,2.26E+06,13.1,7.6,0.741,1373.8,2.15E-06
335386.7,4263036.8,413.6,2,27:04:19:12:00:55,561655,0.1825,40.6,21.7,17.02,0.23359,-0.02525,0.97201,0.94885,-0.21247,-0.23354,3.70E+06,158.3,126.1,5.98,7585.792,-1.621,5.20E-01,11,0.303,1.11E+06,16.1,4.2,0.688,1354.7,2.26E-06
335273,4263134.6,338.7,2,27:04:19:12:01:09,561669,0.159,130.66,69.13,25.5,0.70511,-0.48627,-0.5161,0.4676,0.86601,-0.17712,3.29E+06,118.4,86.4,8.38,2444.529,-1.655,1.46E-01,11,0.2953,1.54E+06,16,3.7,0.796,1329.4,2.27E-06
335511.6,4263067.3,480.4,2,27:04:19:12:04:25,561865,0.2397,81.8,26.64,11.56,0.91864,-0.26881,-0.28954,0.2745,0.96135,-0.0216,2.37E+06,170.9,120.3,5.83,5228.914,-1.75,2.30E-01,11,0.322,7.16E+05,25.3,4.1,0.9,1390.4,2.09E-06
335350.6,4263103.7,446.9,2,27:04:19:12:04:37,561877,0.398,65.73,53.12,30.02,0.56022,-0.74566,-0.36076,0.69176,0.66072,-0.29141,1.06E+07,201.9,105.8,5.78,23871.134,-1.318,4.67E+00,11,0.3083,3.08E+06,48,8.6,0.905,1400.9,2.44E-06
335407.1,4263026.2,426.6,2,27:04:19:12:04:47,561887,0.889,60.45,37.75,17.81,-0.79984,-0.03741,0.59905,0.59903,0.0131,0.80062,2.83E+06,161.6,129.7,5.83,6248.064,-1.698,3.28E-01,11,0.2947,8.23E+05,16,3,0.71,1361,2.28E-06
335265.9,4263180.7,383.4,2,27:04:19:12:04:59,561899,0.093,215.55,173.76,38.17,0.69982,-0.48209,-0.52711,0.48072,0.86366,-0.15167,2.59E+06,109.6,105.3,8.1,2137.637,-1.724,9.91E-02,11,0.235,1.78E+06,2.2,3,0.786,1378.7,2.24E-06
335380,4263068,485.7,2,27:04:19:12:05:02,561902,0.0895,36.91,33.73,20.36,0.05802,-0.44296,-0.89466,0.4778,-0.77454,0.41447,1.66E+08,210.4,141.7,4.87,630954.569,-0.519,1.93E+03,11,0.3414,7.34E+07,34.4,14.6,0.821,1426.9,8.13E-06
335353.6,4263075.5,449.2,2,27:04:19:12:05:48,561948,0.9615,66.19,33.14,28.83,0.4108,-0.86383,-0.29162,0.05538,0.3429,-0.93774,9.85E+06,181,118.9,5.73,22931.047,-1.338,4.19E+00,11,0.3282,2.45E+06,31,5.8,0.863,1400.2,2.17E-06
335575.4,4263051.1,260.8,2,27:04:19:12:05:58,561958,0.1059,58.47,14.13,11.31,0.82243,-0.49116,-0.28701,0.45687,0.87089,-0.18118,1.61E+06,116.2,165.9,6.51,2550.547,-1.862,7.62E-02,10,0.2704,1.73E+06,24.9,2.1,0.612,1162.2,2.23E-06
335400.3,4263074,441.1,2,27:04:19:12:06:05,561965,0.067,76.67,58.36,17.02,-0.11306,-0.99217,-0.05312,-0.92038,0.08444,0.3818,6.68E+07,205.6,125.1,5.24,202624.359,-0.784,2.48E+02,11,0.3142,2.39E+07,40.2,14,0.867,1378.8,2.86E-06
335377,4263098.2,410.6,2,27:04:19:12:07:11,562031,0.9602,69.94,43.11,10.15,0.84814,-0.26564,-0.45836,0.28118,0.959,-0.03549,3.98E+06,146.4,117,6.45,6490.66,-1.6,4.80E-01,11,0.313,1.31E+06,14.7,5,0.784,1358,2.28E-06
335367.8,4263098.6,410,2,27:04:19:12:07:15,562035,0.751,79.87,45.83,23.88,0.58019,-0.7255,-0.37017,0.67665,0.68232,-0.27673,6.97E+06,188.7,109,5.87,15075.053,-1.438,1.95E+00,11,0.3468,2.09E+06,39.9,7.8,0.827,1360.2,2.65E-06
335341.2,4263056.1,310.5,2,27:04:19:12:07:22,562042,0.266,83.13,23.61,10.77,0.85902,-0.13015,-0.49511,0.14271,0.98968,-0.01256,1.69E+06,115,124.4,7.36,1847.082,-1.849,5.57E-02,9,0.2556,2.19E+06,4.7,2.2,0.79,1272.2,2.02E-06
335328.6,4263037.3,406.4,2,27:04:19:12:07:37,562057,0.5156,85.74,42.7,10.52,0.8842,-0.08684,-0.45896,0.09632,0.99535,-0.00276,2.97E+06,125,90.9,7.97,2569.662,-1.685,1.39E-01,11,0.3121,9.08E+05,17.1,2.9,0.693,1365.9,1.95E-06
335263,4263084.9,351.2,2,27:04:19:12:08:30,562110,0.6255,70.35,50.31,9.69,0.83348,-0.14003,-0.53452,0.16208,0.98676,-0.00578,2.34E+06,138.8,119.6,6.69,3419.286,-1.754,1.43E-01,11,0.3133,1.31E+06,9.6,2.8,0.635,1340.3,2.02E-06
335371.7,4263154,425.6,2,27:04:19:12:09:26,562166,0.0805,79.81,31.87,10.3,0.8005,-0.43031,-0.41717,0.4435,0.89349,-0.07062,2.31E+06,112.3,136.8,7.1,2825.849,-1.757,1.21E-01,11,0.283,1.97E+06,12.2,3.2,0.734,1379.2,2.08E-06
335396,4263056,449.9,2,27:04:19:12:10:02,562202,0.2745,40.58,32.6,19.6,0.09492,0.09474,0.99097,0.72945,-0.68402,-0.00448,6.19E+06,176.1,154.8,5.15,19871.916,-1.472,2.26E+00,11,0.3281,1.65E+06,10.7,6.1,0.784,1387.5,2.30E-06
335301.7,4263148.7,333.4,2,27:04:19:12:10:05,562205,0.8025,68.01,27.42,9.69,0.79912,-0.29502,-0.5238,0.32084,0.94614,-0.0434,2.89E+06,128,141.2,6.57,4457.241,-1.693,2.30E-01,11,0.2908,1.63E+06,6.6,2.7,0.542,1315.3,1.94E-06
335418.6,4263086.6,333.9,2,27:04:19:12:10:22,562222,0.6807,60.14,23.51,9.99,0.86217,-0.2776,-0.42379,0.28645,0.95708,-0.04415,7.24E+06,187.3,116.3,5.75,16671.254,-1.427,2.20E+00,11,0.3089,3.11E+06,35.5,6.4,0.842,1271.8,2.43E-06
335244.8,4263033.6,355.6,2,27:04:19:12:14:16,562456,0.1193,358.2,167.53,54.27,-0.74317,-0.16848,0.64754,0.01969,-0.97287,-0.23052,3.79E+06,126.9,132.8,6.76,5361.06,-1.615,3.63E-01,11,0.3005,1.04E+06,2.9,3.4,0.578,1349.1,2.21E-06
335380.8,4263087.1,442.2,2,27:04:19:12:22:35,562955,0.394,63.49,37.51,29.67,0.32058,-0.90711,-0.27273,0.73709,0.41974,-0.52965,5.63E+06,153.1,131.8,5.97,11574.203,-1.5,1.21E+00,11,0.3343,1.49E+06,10.7,7,0.834,1386.2,2.15E-06
335460.7,4263039.5,457.5,2,27:04:19:12:25:11,563111,0.5912,69.43,20.06,9.58,0.92202,-0.17964,-0.34295,0.18218,0.98295,-0.02509,2.31E+06,124,151.9,6.42,3816.928,-1.757,1.62E-01,11,0.2862,4.27E+06,13.9,3.3,0.74,1377.7,2.20E-06
335442.8,4263025.1,442.1,2,27:04:19:12:25:32,563132,0.1173,65.16,12.98,9.62,0.93915,-0.11527,-0.32359,0.11623,0.99309,-0.01642,1.89E+06,123.5,124.1,6.94,2464.901,-1.816,8.54E-02,11,0.2482,1.94E+07,0.3,2.8,0.743,1366.7,2.23E-06
335375,4263058.1,456.5,2,27:04:19:12:26:47,563207,0.1635,30.74,24.84,17.55,0.11116,0.09096,0.98963,0.69946,-0.71455,-0.01289,9.77E+06,199.8,156.9,4.77,39461.461,-1.34,7.08E+00,11,0.3225,2.24E+06,21.4,6.4,0.75,1399.9,2.16E-06
335407.9,4263040.5,460.2,2,27:04:19:12:28:05,563285,0.58,28.93,26.61,11.48,-0.09369,0.20989,0.97322,0.81975,-0.53849,0.19505,2.46E+06,148,107.6,6.67,3628.978,-1.739,1.64E-01,11,0.2716,1.44E+06,20.2,5.1,0.856,1393.5,2.22E-06
335342.4,4263063.6,395.2,2,27:04:19:12:28:07,563287,0.2612,59.55,21.23,9.65,0.87564,-0.16051,-0.45551,0.17059,0.98515,-0.01922,1.04E+07,205.1,134.6,5.1,34259.28,-1.322,6.51E+00,11,0.3382,4.47E+06,35.2,11,0.89,1352,2.29E-06
335325,4263048.6,388.3,2,27:04:19:12:36:04,563764,0.6863,77.2,45.99,10.41,0.87422,-0.1183,-0.4709,0.12867,0.99163,-0.01025,2.68E+06,103,133.7,7.65,2612.673,-1.715,1.28E-01,9,0.264,2.16E+06,15.4,2.6,0.731,1350.5,2.06E-06
335372,4263033.1,422.2,2,27:04:19:13:18:27,566307,0.6315,26.66,18.99,15.92,-0.82455,0.07172,0.56122,0.54677,-0.15398,0.823,9.73E+06,193.2,141.8,5.08,32419.767,-1.341,5.85E+00,11,0.3263,3.30E+06,25.7,7.8,0.795,1367.1,3.15E-06
335232.1,4263126.5,381.4,2,27:04:19:13:35:20,567320,0.0746,69.67,32.04,9.68,0.81389,-0.19501,-0.54731,0.2237,0.97455,-0.01457,2.39E+06,129.2,119.1,6.98,3067.552,-1.748,1.31E-01,7,0.2337,1.79E+06,4.9,2.8,0.761,1383.6,2.32E-06
335250.8,4263084.7,370.3,2,27:04:19:13:36:47,567407,0.851,120.44,31.23,23.93,0.78101,-0.26889,-0.56366,0.21362,0.96314,-0.16347,3.89E+06,138.1,115.8,6.81,5401.197,-1.607,3.76E-01,10,0.2964,1.03E+06,11.2,5.5,0.872,1362.7,2.57E-06
335405,4263097.2,216.6,2,27:04:19:13:38:40,567520,0.4862,59.99,27.68,9.53,0.8443,-0.29136,-0.44974,0.30529,0.95128,-0.04316,1.87E+06,134.5,152.1,6.14,3538.871,-1.819,1.21E-01,10,0.2646,1.18E+06,8.8,2.7,0.863,1165.5,2.85E-06
335316.4,4263067,385.2,2,27:04:19:13:39:49,567589,0.162,98.56,67.91,26.99,0.85355,-0.20009,-0.48107,0.20134,0.97826,-0.04966,4.27E+06,152.8,150.7,5.71,10066.97,-1.579,7.85E-01,11,0.3253,1.33E+06,1.1,5.1,0.765,1351.4,3.47E-06
335359.1,4263044,386.6,2,27:04:19:13:43:37,567817,0.8752,69.53,53.24,11.58,0.88685,-0.11792,-0.44676,0.12709,0.99185,-0.00951,3.48E+06,149.2,116.2,6.47,5634.203,-1.639,3.58E-01,10,0.3257,1.64E+06,16.5,5.1,0.627,1337.5,3.23E-06
335315.1,4263070,381.9,2,27:04:19:13:45:26,567926,0.1195,128.93,114.9,25.85,0.53049,-0.76033,-0.3748,0.68482,0.64499,-0.33914,4.11E+06,123.1,91.8,8,3516.486,-1.591,2.64E-01,11,0.3097,4.18E+06,15.7,4.1,0.847,1348.8,2.54E-06
335274.2,4263165.3,370.6,2,27:04:19:13:46:04,567964,0.6555,159.95,153.57,33.52,-0.60927,-0.75816,0.23233,0.57386,-0.62378,-0.53064,3.20E+06,82.8,108.2,9.56,1598.265,-1.664,9.14E-02,8,0.2576,8.32E+06,12.6,2.2,0.644,1361.8,2.31E-06
335285.5,4263028.9,414.9,2,27:04:19:13:47:23,568043,0.3995,166.61,133.38,41.34,-0.80865,0.0749,0.5835,-0.04191,-0.99668,0.06986,4.10E+06,118,92,8.17,3285.352,-1.591,2.46E-01,10,0.3111,3.06E+06,13,3.4,0.811,1388.4,2.54E-06
335345.7,4263121.3,350.6,2,27:04:19:13:47:25,568045,0.583,82.78,36.79,19.51,0.55398,-0.72263,-0.4134,0.65961,0.68395,-0.31164,9.07E+06,159.3,114.4,6.33,15619.691,-1.362,2.53E+00,11,0.322,2.92E+06,22.4,9.9,0.853,1313.1,3.31E-06
335301.8,4263113.1,390.7,2,27:04:19:13:47:45,568065,0.916,138.08,120.79,39.68,-0.06266,-0.99426,-0.08672,-0.88331,0.0148,0.46856,2.37E+06,132.3,118.3,6.86,3218.265,-1.75,1.39E-01,9,0.2561,9.87E+05,7,2.6,0.808,1364.8,2.76E-06
335380.2,4263116.7,447.3,2,27:04:19:13:47:52,568072,0.535,101.61,55.02,41.31,0.33109,-0.89132,-0.30971,0.77547,0.44403,-0.44887,2.76E+06,127.6,116,7,3528.351,-1.706,1.81E-01,10,0.279,4.78E+06,5.8,4.2,0.875,1393.5,2.22E-06
335423.4,4263109.2,385.2,2,27:04:19:13:48:05,568085,0.5843,76.87,34.85,11.4,0.84434,-0.38583,-0.37179,0.39139,0.91801,-0.06383,2.16E+06,119.9,168.6,6.34,3711.384,-1.776,1.49E-01,5,0.2184,3.51E+06,23.7,2,0.792,1321.4,2.48E-06
335353.5,4263090.9,372.4,2,27:04:19:13:48:15,568095,0.0677,61.63,24.9,9.65,0.85796,-0.23432,-0.45717,0.24673,0.96851,-0.03337,2.54E+06,146.6,148.9,5.88,5471.263,-1.73,2.54E-01,11,0.2981,2.06E+06,1.2,3.7,0.702,1328.5,2.49E-06
335308.2,4263081,353.1,2,27:04:19:13:48:17,568097,0.4684,62.71,23.59,9.71,0.84729,-0.16175,-0.5059,0.1788,0.98377,-0.01507,2.21E+06,153,117.5,6.39,3699.178,-1.771,1.46E-01,10,0.2684,2.95E+06,17.8,3.4,0.802,1325.1,2.35E-06
335364,4263142.4,340.6,2,27:04:19:13:48:49,568129,0.9454,62.49,23.61,9.73,0.80054,-0.3596,-0.4794,0.37596,0.92432,-0.06553,3.21E+06,144,131,6.3,5610.486,-1.662,3.22E-01,10,0.308,2.63E+06,6.5,3.4,0.827,1300,2.46E-06
335396.3,4263063.6,412.1,2,27:04:19:13:48:53,568133,0.4685,66.09,31.75,28.72,0.53061,-0.77215,-0.34962,0.32152,0.565,-0.75987,1.90E+06,125.2,124.6,6.87,2563.82,-1.814,9.04E-02,8,0.2703,1.14E+06,0.3,3.1,0.792,1351.5,2.52E-06
335354.3,4263068.1,451.6,2,27:04:19:13:49:21,568161,0.5565,68.92,35.73,23.88,0.70342,-0.5743,-0.41877,0.52199,0.8173,-0.24404,2.06E+07,151.9,100,6.82,28412.508,-1.125,1.08E+01,11,0.2891,5.79E+06,25.9,13.8,0.907,1401.9,3.03E-06
335354.3,4263134.2,435.9,2,27:04:19:13:49:22,568162,0.809,231.99,54.5,24.19,0.31513,-0.8786,-0.35882,0.77218,0.45718,-0.44128,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,2.4,0.77,1392,4.71E-06
335365.5,4263051.8,356.2,2,27:04:19:13:49:53,568193,0.2098,58.57,26.81,9.66,0.88148,-0.14065,-0.45078,0.15024,0.98854,-0.01465,4.07E+06,156,158.9,5.52,10587.779,-1.594,7.86E-01,11,0.3141,1.67E+06,1.4,3.9,0.743,1307,2.41E-06
335360.8,4263149.2,393.6,2,27:04:19:13:50:09,568209,0.286,159.71,92.28,27.8,0.52854,-0.73183,-0.43019,0.70274,0.66149,-0.26189,5.91E+06,189.6,89.5,6.6,8992.484,-1.486,9.70E-01,11,0.332,3.05E+06,50,5.3,0.836,1351.7,2.55E-06
335321.2,4263089.2,427.8,2,27:04:19:13:50:54,568254,0.7738,110.29,52.95,13.88,0.86189,-0.21012,-0.46151,0.22361,0.97433,-0.026,1.34E+06,141,152.6,5.96,2770.193,-1.914,6.79E-02,10,0.2522,1.46E+07,5.8,2.3,0.683,1391.1,2.03E-06
335389,4263134.6,412.3,2,27:04:19:13:51:10,568270,0.3757,77.76,44.21,10.24,0.8529,-0.32196,-0.41098,0.34175,0.93941,-0.02669,2.46E+06,111.4,176.2,6.58,3773.661,-1.739,1.72E-01,8,0.2637,3.46E+06,32.2,2.4,0.803,1359.4,2.31E-06
335190.2,4263103.1,202.8,2,27:04:19:13:52:48,568368,0.7471,101.22,69.32,12.69,-0.61108,0.09758,0.78553,0.15116,0.9885,-0.0052,2.19E+06,120,134.1,7.21,2557.86,-1.772,9.39E-02,11,0.263,2.43E+06,7.1,2.1,0.674,1239.8,2.63E-06
335219.5,4263124.7,152.8,2,27:04:19:13:53:18,568398,0.3504,97.7,25.14,15.71,-0.59773,0.13105,0.79092,0.17365,0.98429,-0.03186,4.60E+06,55.7,128.8,12.52,1025.227,-1.558,7.96E-02,8,0.2683,2.91E+07,36.5,2,0.539,1184.3,2.49E-06
335358.3,4263073.8,462.5,2,27:04:19:13:53:38,568418,0.0975,44.34,36.71,32.08,0.51642,-0.63797,-0.57122,-0.30111,0.48917,-0.81856,4.04E+06,162.4,120.5,6.02,8127.03,-1.596,6.09E-01,10,0.3221,2.05E+06,20.9,6.1,0.875,1411.3,2.74E-06
335339,4263099.3,376.4,2,27:04:19:13:54:25,568465,0.427,242.81,120.26,30.34,-0.12394,-0.992,0.02408,0.90248,-0.12278,-0.41286,1.72E+06,133.8,117,6.85,2345.108,-1.842,7.38E-02,9,0.2503,4.44E+06,8.4,2.2,0.658,1337.6,2.34E-06
335362.4,4263058.8,403.7,2,27:04:19:13:54:30,568470,0.8075,31.93,27.77,22.14,-0.31928,0.48292,0.81538,0.51955,-0.63038,0.57679,2.27E+07,165.4,140.4,5.56,57817.928,-1.096,2.43E+01,11,0.3326,5.48E+06,12.5,11.8,0.902,1353.4,2.49E-06
335437.9,4263021.7,460.4,2,27:04:19:13:54:55,568495,0.5089,82.31,20.71,10.13,0.93187,-0.07771,-0.35436,0.08257,0.99658,-0.0014,1.73E+06,143,111,6.69,2524.553,-1.841,8.03E-02,8,0.2613,2.94E+06,15.9,2.4,0.734,1385.5,2.46E-06
335294.6,4263137.6,339.6,2,27:04:19:13:56:45,568605,0.1177,65.7,17.29,9.69,0.81332,-0.24961,-0.52556,0.27324,0.96135,-0.03373,1.97E+06,127.1,103.1,7.5,2035.942,-1.804,7.16E-02,8,0.2688,1.72E+06,11.9,2.3,0.629,1322.5,2.27E-06
335396.7,4263049.1,450.8,2,27:04:19:13:58:01,568681,0.725,32.91,19.77,15.79,0.77136,-0.49391,-0.40131,0.36574,-0.172,0.91469,4.90E+07,240.8,136.4,4.65,213326.252,-0.873,1.92E+02,11,0.3313,1.90E+07,52.1,13.9,0.881,1387.9,2.60E-06
335357.2,4263078.7,446.8,2,27:04:19:13:58:24,568704,0.1995,53.2,32.79,26.65,0.71402,-0.55846,-0.42226,0.48065,0.82953,-0.28434,1.20E+07,231.1,118.1,5.12,39126.578,-1.28,8.73E+00,11,0.3197,4.02E+06,56.5,9.9,0.861,1397,2.44E-06
335390.4,4263041.8,449.8,2,27:04:19:14:00:26,568826,0.8535,67.58,49.09,27.95,-0.49359,-0.85351,0.16699,0.74776,-0.51454,-0.41964,2.92E+06,113.6,122.6,7.34,3222.028,-1.69,1.73E-01,9,0.2361,4.05E+06,4.5,4.2,0.789,1388.4,3.22E-06
335398.7,4262998.8,453.5,2,27:04:19:14:00:43,568843,0.721,41.56,26.37,19,-0.59749,-0.69798,0.39474,0.32465,0.23956,0.91499,2.51E+06,122.7,98.5,7.68,2425.257,-1.733,1.12E-01,9,0.2932,7.84E+05,12.1,2.6,0.738,1388.8,2.82E-06
335429.3,4263021.7,381,2,27:04:19:14:00:56,568856,0.2165,211.49,27.22,16.24,-0.26538,0.02043,-0.96393,-0.93558,-0.24703,0.25234,1.55E+06,148.6,122.5,6.27,2744.235,-1.874,7.87E-02,7,0.2134,6.18E+06,12.7,2.1,0.761,1311,2.54E-06
335361,4263070.4,395.2,2,27:04:19:14:01:19,568879,0.9605,152.16,130.48,32.46,0.64566,-0.70542,-0.29243,0.64512,0.70878,-0.2854,1.81E+06,189.8,127.1,5.46,4846.916,-1.829,1.60E-01,10,0.252,1.04E+06,31.3,3.1,0.779,1346.3,2.74E-06
335252.7,4263080.8,340.2,2,27:04:19:14:01:31,568891,0.3095,126.79,103.65,26.3,-0.83915,-0.00544,0.54388,0.03933,0.99672,0.07066,2.49E+06,146.3,107.6,6.76,3533.592,-1.736,1.60E-01,11,0.2923,1.75E+06,19.4,4.2,0.842,1334.1,2.68E-06
335393.9,4263103.9,456.6,2,27:04:19:14:02:40,568960,0.7205,76.83,44.79,10.75,0.88393,-0.25757,-0.39028,0.27251,0.96199,-0.01769,2.16E+06,108.8,118.8,7.63,2124.779,-1.777,8.43E-02,9,0.2813,4.94E+06,5,2.5,0.81,1397.5,2.20E-06
335413,4263034.2,333,2,27:04:19:14:03:18,568998,0.2107,59.98,29.85,9.68,0.89818,-0.1185,-0.42336,0.12513,0.99207,-0.01222,6.04E+06,170.7,108.4,6.24,10898.919,-1.479,1.20E+00,11,0.3493,2.64E+06,31.1,5.7,0.815,1269.8,2.10E-06
335387.1,4263062.3,400.7,2,27:04:19:14:05:10,569110,0.1845,17.26,16.36,14.44,0.45447,-0.08739,0.88647,-0.53674,0.76735,0.35082,5.47E+06,201.5,160.9,4.69,23240.635,-1.508,2.36E+00,11,0.3259,1.37E+06,20.3,7.1,0.781,1343.3,2.19E-06
